Q,A
The functionality of computer 402 may be accessible to all service consumers using this service layer.,컴퓨터(402)의 기능은이러한 서비스 레이어를 사용하는 모든 서비스 소비자에 대해 액세스 가능할 수 있다.
IOS is a trademark or registered trademark of Cisco in the United States and other countries and is used under license.,"IOS는 미국 및 다른 국가들에서 Cisco의 상표 또는 등록 상표이고, 라이센스에 따라 사용된다."
"In another embodiment, an offset may be added to every byte in the decompressed output chunk.","다른 실시형태에서, 압축 해제된 출력 청크에서의 모든 바이트에 오프셋이 추가될 수 있다."
"Referring to FIG. 5, the transmitting end checks the type of signaling to be transmitted in step 501.",상기 도 5를 참조하면 송신 단은 501단계에서 전송하기 위한 시그널링의 종류를 확인한다.
Monitoring display 700 may output a virtual environment image acquired from server 300.,모니터링 디스플레이(700)는 서버(300)로부터 획득한 가상 환경 이미지를 출력할 수 있다.
"In particular, the contact need not involve any rotation or translation of crown 108.","특히, 접촉은 크라운(108)의 임의의 회전 또는 병진 이동을 수반할 필요는 없다."
"The biometric inclination angle β may be designated through, for example, a rotation axis of a finger joint adjacent to the index finger of the writing hand.",상기 생체측정 기울기 각(β)은 예를 들면 라이팅 핸드의 검지의 근접한 손가락관절의 회전축을 통해 지정될 수 있다.
"According to one embodiment, the tendon sliding surface 66 avoids facing itself.","일 실시예에 따르면, 상기 텐던 슬라이딩 표면(66)은 그 자신을 마주보는 것을 회피한다."
Terminal 100 may calculate an average speed for all inputs or a speed deviation.,단말(100)은 전체 입력에 대한 평균 속도 또는 속도의 편차 등을 연산할 수 있다.
"The devices work together to output x, y position and z pressure information whenever there is a touch on the touch screen.","이 장치들은 협력하여, 터치 스크린에 터치가 있을 때마다 x, y 위치 및 z 압력 정보를 출력한다."
"In some implementations, the AR client terminal also transmits the user's identification information to the server terminal.","일부 구현예에서, AR 클라이언트 단말기는 또한 사용자의 식별정보를 서버 단말기에 송신한다."
The user input pattern may include a time during which the user input is maintained through the user interface.,사용자 입력 패턴은 사용자 인터페이스를 통하여 사용자 입력이 유지되는 시간을 포함할 수 있다.
"To this end, the input unit 14 may include a plurality of buttons or a touch screen.","이를 위해, 입력부(14)는 복수의 버튼 또는 터치 스크린을 포함할 수 있다."
"If the deviation of the EEG signals is within the error range, Step S140 proceeds.","뇌파 신호들의 편차가 오차 범위 이내이면, S140 단계가 진행된다."
ANN 851 may perform an information processing operation using a backpropagation algorithm during the learning process.,상기 ANN 851은 학습 과정 동안에는 역전파 알고리즘을 이용한 정보처리동작을 수행할 수 있다.
Each data item represents content newly available in one of the applications 235.,각각의 데이터 항목은 애플리케이션들(235) 중 하나에서 새롭게 이용 가능한 콘텐츠를 나타낸다.
"According to another aspect, the top layer forms the outer surface of the wearable article in use.","다른 양태에 따라, 상기 상부 층이 사용중인 상기 웨어러블 물품의 외부 표면을 형성한다."
"When the user presses button 806, mode switching is stopped and dialog 804 is closed.","사용자가 버튼(806)을 누를 때, 모드 전환은 중단되고 다이얼로그(804)가 닫힌다."
"When using the RLS technique, the G vector is updated cyclically during each step.","RLS 기법을 이용하는 경우, G 벡터는 각각의 단계 동안 순환적으로 업데이트된다."
The computer-readable medium of the present embodiment may use one or any combination of multiple computer-readable media.,본 실시예의 컴퓨터 가독매체는 1개 또는 복수개의 컴퓨터 가독매체의 임의의 조합을 사용할 수 있다.
"Thereafter, in step 403, the controller 160 checks whether an event for selecting a thumbnail image has occurred.",이후 제어부(160)는 403단계에서 썸네일 이미지 선택을 위한 이벤트 발생이 있는지 여부를 확인한다.
The collective probabilities may be based on probabilities associated with each individual node along a given path.,집합적인 확률은 소정 경로를 따르는 각각의 개별적인 노드와 관련된 확률들에 근거할 수 있다.
These and other implementations disclosed herein may include one or more of the following features.,본 명세서에 개시된 이들 및 다른 구현예들은 다음 특징들 중 하나 이상을 포함할 수 있다.
"In the normal operating mode, the digital assistant operating on the device 810A may perform additional functions.","정상 동작 모드에서, 디바이스(810A) 상에서 동작하는 디지털 어시스턴트는 추가적인 기능들을 수행할 수 있다."
The electronic device may provide a user interface configured identically in an unfolded state and a folded state.,전자 장치는 펼쳐진 상태와 접힌 상태에서 동일하게 구성된 사용자 인터페이스를 제공할 수 있다.
"In some examples, the user request may be a request for non-user specific information.","일부 예들에서, 사용자 요청은 비-사용자 특정 정보에 대한 요청일 수 있다."
These laptops provide an on-screen keyboard as an interface for user input.,이러한 노트북은 온스크린 키보드를 사용자 입력을 위한 인터페이스로 제공한다.
"In particular, an already configured user interface may be easily extended to a general function using each handle.","특히, 이미 구성된 사용자 인터페이스는 각각의 핸들을 사용하여 일반적 기능으로 용이하게 연장될 수 있다."
This invention recognizes that the use of such personal information data in the present technology may be used to benefit users.,본 발명은 본 기술에서의 그러한 개인 정보 데이터의 이용이 사용자들에게 이득을 주기 위해 사용될 수 있음을 인식한다.
The first user interface UI1 may include folder icons and number icons grouped by preference category.,제1 사용자 인터페이스(UI1)는 선호 카테고리 별로 그룹화된 폴더 아이콘들과 번호 아이콘을 포함할 수 있다.
The detection target application may be selected according to the user's settings.,사용자의 설정에 의하여 검출 대상 애플리케이션을 선택할 수 있다.
"To solve this problem, a PIN input method with improved security has been proposed.","이러한 문제를 해소하기 위해서, 종래보다 보안성이 향상된 PIN 입력 방법이 제안되었다."
