Q,A
"In some embodiments, a portion of the gesture is identified to determine the characteristic strength.","일부 실시예들에서, 특성 강도를 결정하기 위해 제스처의 부분이 식별된다."
The first user device is configured to deliver audio content for a user of the first user device.,제1 사용자 장치는 제1 사용자 장치의 사용자를 위해 오디오 콘텐츠를 전달하도록 구성된다.
Flood events were targeted for floods caused by Typhoon Ryan Rock in August 2016.,홍수 사상은 2016년 8월 태풍 라이언록으로 인해 발생된 홍수를 대상으로 하였다.
"If there is matching information, the TEE returns information indicating that fingerprint verification was successful to the REE side.","매칭되는 정보가 존재한다면, TEE는 지문 검증이 성공했음을 나타내는 정보를 REE 측으로 리턴한다."
The present invention can provide even higher security by supporting touch input processing to be performed in a security area.,본 발명은 터치 입력 처리가 보안 영역에서 이루어지도록 지원함으로써 한층 더 높은 보안성을 제공할 수 있다.
The pattern switch 355 may be located at a point where the extension antenna pattern 350 is separated into two.,패턴스위치(355)는 연장 안테나패턴(350)을 두 개로 분리하는 지점에 위치할 수 있다.
"In Korea too, in 2015, the Korea Institute of Geoscience and Mineral Resources carried out the project 'Development of information technology for beneficiation of metal ore in North Korea and smelting process for rare metals for advanced industrial materials' and developed a flotation monitoring system.","국내에서도 2015년 한국지질자원연구원은 ‘북한 금속광의 선광 정보화 기술 및 첨단 산업 소재용 희유금속 제련공정개발’ 프로젝트를실시하였으며, 부유선별모니 터링 시스템을 개발한 바 있다."
"When the speed of the network is low, the controller 180 may receive the summary edited content of the content.","제어부(180)는 네트워크의 속도가 낮은 경우, 컨텐트의 요약 편집 컨텐트를 수신할 수 있다."
"As an example, an operation of training a standard face detector using a sample image of a square of 24*24 pixels will be described.","일례로, 24*24 픽셀의 사각형인 샘플 영상을 이용하여 표준 얼굴 검출기를 학습시키는 동작을 설명한다."
The plurality of diodes D1 and D2 may be formed in a form in which cathodes are connected to each other.,"복수의 다이오드들(D1, D2)은 캐소드가 서로 연결되는 형태로 형성될 수 있다."
"In the future, vision problems are predicted to have a close relationship with quality of life, and it is desirable to introduce a tried environmental treatment method and present a more popular method for suppressing myopia progression.","향후 시력 문제는 삶의 질과 밀접한 관계를 갖을 것으로 예측 되며 시도된 환경치료방법을 도입하여, 보다 대중적으로 근시 진행억제에 대한 방법을 제시하는 것이 바람직하다."
"Through the PUSH notification function, various messages such as insurance/loan and image transmission can be used for publicity that meets the customer's conditions.",PUSH알림 기능을 통해서 보험/대출 등 각종 메시지와 이미지 전송을 통해서 고객의 조건에 맞는 홍보에 활용할 수 있다.
"That is, the link item displayed on the execution screen of the additional function may vary according to the type and state of a specific application.","즉, 상기 부가 기능의 실행 화면에 표시되는 링크 아이템은 특정 어플리케이션의 종류 및 상태에 따라 달라질 수 있다."
"According to an embodiment, the processor 230 may receive ID information from the driver terminal 21.","일 실시 예에 따르면, 프로세서(230)는 운전자 단말(21)로부터 ID 정보를 수신할 수 있다."
"The phosphor may include at least one of a yellow phosphor, a green phosphor, a red phosphor, and a blue phosphor.","상기 형광체는 황색 형광체, 녹색 형광체, 적색 형광체, 및 청색 형광체 중 적어도 하나를 포함할 수 있다."
It is very difficult to determine how far the service provider's editorial rights are to be recognized.,서비스 제공자의 편집권을 어디까지 인정할 것인가는 매우 어려운 문제이다.
A substrate recess 102 may be formed in the substrate 100a corresponding to the fourth corner CN4.,제4 코너(CN4)에 대응하는 기판(100a)에는 기판 리세스(102)가 형성될 수 있다.
At least one point may correspond to a specific time out of the total time to be counted.,적어도 하나의 지점은 카운팅 되어야 할 전체 시간 중에서 특정 시간에 대응할 수 있다.
"Thereafter, in step 2, check-to-variable updates for the check node indicated in step 1 are performed.","이후, 단계 2에서, 단계 1에서 지시된 검사 노드를 위한 검사-투-변수 업데이트들을 수행한다."
"For convenience of description, the memories 221 to 22n are referred to as flash memories 221 to 22n.","설명의 편의를 위하여, 메모리들(221~22n)은 플래시 메모리들(221~22n)로 칭한다."
"In some examples, the set of media items is provided as a list of media items.","일부 예들에서, 미디어 항목들의 세트는 미디어 항목들의 목록으로서 제공된다."
"Referring to FIG. 68, the output device 6200 may receive content in the form of a broadcast signal.","도 68에 따르면, 출력장치(6200)는 컨텐트를 방송 신호의 형태로 수신할 수 있다."
User input is limited to selecting the play button 214.,사용자 입력은 재생 버튼(214)을 선택하는 것으로 제한된다.
The lens module 131 may capture an image including an optical lens.,렌즈 모듈(131)은 광학 렌즈를 포함하여 이미지를 촬상할 수 있다.
"To this end, the processor 240 may include an encoder or control an encoding operation of a separately provided encoder.","이를 위해, 프로세서(240)는 인코더를 구비하거나, 별도로 구비된 인코더의 인코딩 동작을 제어할 수 있다."
The number (KB) is set equal to the largest integer less than the result of division (k/NB).,수(KB)는 나누기의 결과(k/NB)보다 적은 가장 큰 정수와 동일하게 설정된다.
"Meanwhile, the power source 460 may be initially set to maintain a predetermined distance between the wire 456 and the housing 101.","한편, 전원(460)은 전선(456)과 하우징(101)에서 소정의 간격을 유지하도록 초기 설정될 수 있다."
The base hole 331 and the flat hole 332 then have different ventilation amounts for the enclosure of the housing 310.,베이스 홀(331) 및 플랫 홀(332)은 이어 하우징(310)의 인클로져에 대해 서로 다른 통기량을 갖는다.
"A transceiver 221 may be mounted on the second circuit board 220, for example.","상기 제 2 회로 기판(220)의 상부에는 예를 들면, 트랜시버(221)가 실장될 수 있다."
